product,complaint_what_happened,date_sent_to_company,issue,sub_product,zip_code,tags,complaint_id,timely,consumer_consent_provided,company_response,submitted_via,company,date_received,state,consumer_disputed,company_public_response,sub_issue,id
Checking or savings account,"I requested a loan from my XXXX account at XXXX XXXX XXXX to be put in my checking account at USAA Federal Savings Bank. The loan was approved on XX/XX/XXXX and the funds were wired to USAA on XX/XX/XXXX according to XXXX XXXX XXXX. USAA is stating that they did not receive the funding. I found out that XXXX missed a digit on my checking account number therefore they provided a letter of indemnity to USAA. I have had several 3-way calls with USAA and XXXX via a 3-way conference on the following dates ( XXXX, XXXX, XXXX, XXXX, XXXX, XXXX, XXXX, XXXX, and again today XXXX ) and I keep getting told that it is now at the back office and they will call me back. I am now on my 5th attempt for them to call me back and I call them back. Now I am told that I am paying on a {$9900.00} loan that I never received and there is no sign of either institution correcting it. Please assist.",2024-03-05T12:00:00-05:00,Managing an account,Checking account,21703,Servicemember,8480451,Yes,Consent provided,Closed with monetary relief,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2024-03-05T12:00:00-05:00,MD,N/A,Company believes complaint represents an opportunity for improvement to better serve consumers,Deposits and withdrawals,8480451
Credit card or prepaid card,,2018-10-15T12:00:00-05:00,Problem with a purchase shown on your statement,General-purpose credit card or charge card,30341,,3045838,Yes,Consent not provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2018-10-15T12:00:00-05:00,GA,N/A,Company believes it acted appropriately as authorized by contract or law,Credit card company isn't resolving a dispute about a purchase on your statement,3045838
Credit card,,2012-07-24T12:00:00-05:00,Billing disputes,,30252,,122763,Yes,N/A,Closed with monetary relief,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2012-07-24T12:00:00-05:00,GA,No,,,122763
"Credit reporting, credit repair services, or other personal consumer reports","On XXXX of XXXX  during the amidst of XXXX, my spouse having been XXXX, and loss of income, I unintentionally incurred a late payment on my USAA credit card account. I have no prior late payments or any late payments made after this month. I had thought the account was put on autopay and am not sure what happened. However after discussing with USAA they refuse to remove the late payment which is negatively impacting my credit score. Due to the circumstances at the time, and given my current account status I dont understand why the company has not looked into the matter perhaps it was an issue with the app or something and forgive or dismiss my ONE late payment.",2022-12-04T12:00:00-05:00,Problem with a credit reporting company's investigation into an existing problem,Credit reporting,23666,Servicemember,6278978,Yes,Consent provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2022-12-04T12:00:00-05:00,VA,N/A,Company believes it acted appropriately as authorized by contract or law,Difficulty submitting a dispute or getting information about a dispute over the phone,6278978
Checking or savings account,,2019-10-17T12:00:00-05:00,Managing an account,Checking account,75181,,3409127,Yes,N/A,Closed with explanation,Referral,UNITED SERVICES AUTOMOBILE ASSOCIATION,2019-10-16T12:00:00-05:00,TX,N/A,Company believes it acted appropriately as authorized by contract or law,Problem accessing account,3409127
Checking or savings account,I bank with USAA and 3 days ago I had my account frozen with no notice or explanation. I have called over a dozen times and waited on hold for a collective of XXXX hours. I have reached out to them on XXXX as well with no solution. I have thousands of dollars in these accounts and it is my main source of income. I have not been able to reach any solution.,2022-04-09T12:00:00-05:00,Managing an account,Checking account,33325,Servicemember,5425606,Yes,Consent provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2022-04-09T12:00:00-05:00,FL,N/A,Company believes it acted appropriately as authorized by contract or law,Deposits and withdrawals,5425606
Credit card,,2024-12-03T12:00:00-05:00,Getting a credit card,General-purpose credit card or charge card,43207,"Older American, Servicemember",11016810,Yes,Consent not provided,Closed with non-monetary relief,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2024-12-03T12:00:00-05:00,OH,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Card opened without my consent or knowledge,11016810
Credit card,,2024-05-23T12:00:00-05:00,Problem with a purchase shown on your statement,General-purpose credit card or charge card,96738,Servicemember,9077211,Yes,Consent not provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2024-05-23T12:00:00-05:00,HI,N/A,Company believes it acted appropriately as authorized by contract or law,Overcharged for something you did purchase with the card,9077211
"Credit reporting, credit repair services, or other personal consumer reports","I have contacted USAA multiple times within the last seven or so years pertaining to my inability to make any transfers. Being that I have been a USAA member for twelve or so years, I was confused and until tonight XX/XX/19 I never received any information pertaining to why. I applied for a loan and I was denied, one of the reasons for denial was unacceptable banking behavior. USAA has repeatedly told me to call back in ten days and the report will generate with answers and every time I call back during said timeframe its either not generated or closed out. In the near future, Im applying for a mortgage and this marking on my credit file is hindering. Its been way over seven years and I never was contacted about fraud activity nor participated in any fraudulent activity.",2019-09-19T12:00:00-05:00,Problem with fraud alerts or security freezes,Credit reporting,336XX,Servicemember,3379432,Yes,Consent provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2019-09-19T12:00:00-05:00,FL,N/A,Company believes it acted appropriately as authorized by contract or law,,3379432
Checking or savings account,,2019-03-20T12:00:00-05:00,Managing an account,Savings account,73145,Servicemember,3186201,Yes,N/A,Closed with explanation,Postal mail,UNITED SERVICES AUTOMOBILE ASSOCIATION,2019-03-20T12:00:00-05:00,OK,N/A,Company believes it acted appropriately as authorized by contract or law,Banking errors,3186201
Checking or savings account,,2025-06-06T12:00:00-05:00,Managing an account,Checking account,96786,,13947403,Yes,N/A,Closed with explanation,Referral,UNITED SERVICES AUTOMOBILE ASSOCIATION,2025-06-06T12:00:00-05:00,HI,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Deposits and withdrawals,13947403
Credit card or prepaid card,"USAA 's credit card department made an illegal withdrawal from my USAA checking account. This withdrawal overdrew my checking account, leading to an increase to the interest rate on my USAA credit card account balance. 

In XXXX of XXXX, USAAs credit card department notified me of an offer of 0 % APR until XX/XX/XXXX for transactions completed using its promotional checks, and each transaction using a promotional check incurred a {$75.00} fee. On XX/XX/XXXX, I had a XXXX dollar balance on my USAA credit card account, and I subsequently cashed a USAA credit card promotional check for {$17000.00}. After this check settled, my credit card balanced increased from XXXX dollars to {$17000.00}, which includes both the deposit amount and {$75.00} fee. This {$17000.00} balance had a 0 % APR until XX/XX/XXXX. Since that time, I stopped using my USAA card for any purchases or payments. 

On XX/XX/XXXX, I contacted USAAs credit card department to change my auto bill pay function to the minimum balance due, and the customer service agent informed me the change took effect immediately. On XX/XX/XXXX, USAAs credit card department made an unauthorized withdrawal from my checking account for {$17000.00} claiming a glitch in its auto pay system, and this withdrawal overdrew my checking account. The overdraw triggered a cash advance from my USAA credit card, and this cash advance from my credit card was at 10 % APR.

After many phone calls to USAA and approximately 8 hours + of exchange, both USAAs credit card department and checking department recognized the mistake and reversed the charges, restoring my credit card balance to {$15000.00}. However, USAAs credit card department has failed to correctly restore the 0 % promotional APR to my account, and it is still billing me for cash advance interest charges. I have spoken to its customer service repeatedly, and I have not been given a clear answer if and when this problem will be fixed. 

I have concerns that this may be systemic fraudulent activity by USAAs credit card department. I have professional experience as an auditor, and Im currently working on my CPA. I believe my background and experience have allowed me to recognize USAA 's bad behavior. However, Im concerned USAA may be cheating those inexperienced with finance by wrongfully increasing APRs on credit card accounts.",2019-03-21T12:00:00-05:00,Fees or interest,General-purpose credit card or charge card,21229,Servicemember,3187281,Yes,Consent provided,Closed with monetary relief,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2019-03-21T12:00:00-05:00,MD,N/A,Company believes it acted appropriately as authorized by contract or law,Charged too much interest,3187281
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Incorrect information on your report,Credit reporting,22209,,10004066,Yes,Consent not provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2024-09-03T12:00:00-05:00,VA,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Account status incorrect,10004066
Credit card or prepaid card,,2017-07-24T12:00:00-05:00,Fees or interest,General-purpose credit card or charge card,14214,,2582933,Yes,Consent not provided,Closed with monetary relief,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2017-07-24T12:00:00-05:00,NY,N/A,Company believes it acted appropriately as authorized by contract or law,Charged too much interest,2582933
Checking or savings account,,2019-10-17T12:00:00-05:00,Managing an account,Checking account,78254,,3409125,Yes,N/A,Closed with explanation,Referral,UNITED SERVICES AUTOMOBILE ASSOCIATION,2019-10-16T12:00:00-05:00,TX,N/A,Company believes it acted appropriately as authorized by contract or law,Problem accessing account,3409125
Checking or savings account,,2025-08-22T12:00:00-05:00,Managing an account,Checking account,30034,,15460494,Yes,Consent not provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2025-08-22T12:00:00-05:00,GA,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Banking errors,15460494
Credit card,"A USAA 0 % promotion was offered and received on XX/XX/XXXX, with a 3 % balance transfer fee. Recurring bills did not stop as expected first month and higher interest occurred on those balances. Payments and credits were made above purchase and minimum payment requirements each month. The next month 0 % promotional balance dropped over XXXX and higher interest balance increased over XXXX. Minimum payment due was XXXX on USAA App and two places on page 1 at top of statement. When I asked where and how my payments were applied, Agent told me it is not documented but any where USAA wants it to go. I said well how will the higher interest balance ever be paid down. 
Also the USAA Agent revealed on the USAA statement buried at the bottom on page 4, next to last paragraph, there is a statement which reveals a higher minimum payment due than on the three places mentioned above.This is very important payment information that contradicts 3 other documents, can cause fees and should not be buried behind less important info.",2024-02-16T12:00:00-05:00,Problem when making payments,General-purpose credit card or charge card,32566,Servicemember,8360754,Yes,Consent provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2024-02-16T12:00:00-05:00,FL,N/A,Company believes complaint represents an opportunity for improvement to better serve consumers,Problem during payment process,8360754
"Credit reporting, credit repair services, or other personal consumer reports",,2022-09-01T12:00:00-05:00,Incorrect information on your report,Credit reporting,08232,,5942955,Yes,N/A,Closed with explanation,Referral,UNITED SERVICES AUTOMOBILE ASSOCIATION,2022-09-01T12:00:00-05:00,NJ,N/A,Company believes it acted appropriately as authorized by contract or law,Account information incorrect,5942955
Credit card or prepaid card,,2019-08-15T12:00:00-05:00,Struggling to pay your bill,General-purpose credit card or charge card,45406,Servicemember,3342757,Yes,Consent not provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2019-08-15T12:00:00-05:00,OH,N/A,Company believes it acted appropriately as authorized by contract or law,Credit card company won't work with you while you're going through financial hardship,3342757
Credit card or prepaid card,"DECEPTIVE ( UN ) TRUTHFUL CREDIT LENDING STATEMENTS. MADE TO APPEAR LIKE ADJUSTMENT PURCHASES ( - ) with cute minus signs all listed above the total line are included in this figure. ( ** THEY ARE NOT INCLUDED IN THE TOTAL CREDITS APPLIED LINE UNDERNEATH ALL THE AMOUNTS LISTED ) ** They are LISTED ONLY See attatched USAA XX/XX/2019 Statement. Kindly Note the adjustment purchases temporary fraud credits NEVER ARE INCLUDED IN TOTAL CREDITS GIVEN they total {$1.00}, XXXX and ONLY {$910.00} Total Credits APPLIED ** USAA TAKES CREDITS NEVER PROVIDED. see. XXXX TRANSACTIONS card XXXX SECURITY ADJUSTMENT ( OF ) REVERSED CREDIT {$120.00} & $ {$210.00} = ( {$340.00} TAKEN BUT USAA NEVER GAVE ) then TRANSACTIONS card XXXX XXXX SECURITY ADJUSTMENT ( OF ) {$12.00}. & {$110.00} TAKEN NEVER GIVEN USAA REVERSES CREDITS NEVER PROVIDED. Kindly Note USAA CREDITS NEVER APPLIED DECEPTIVELY MADE TO APPEAR AS CREDITS PROVIDED = All USAA adjustment purchases ARE BOGUS Kindly Note ONLY {$910.00} TOTAL CREDITS APPLIED ( {$1.00}, XXXX CREDITS DECEPTIVELY HIDDEN INTERNALLY & MISSING {$1700.00} USAA CREDITS. )",2020-06-24T12:00:00-05:00,Problem with a purchase shown on your statement,General-purpose credit card or charge card,337XX,Older American,3714637,Yes,Consent provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2020-06-24T12:00:00-05:00,FL,N/A,Company believes it acted appropriately as authorized by contract or law,Card was charged for something you did not purchase with the card,3714637
Checking or savings account,,2025-08-05T12:00:00-05:00,Managing an account,Checking account,64153,,15081858,Yes,N/A,Closed with explanation,Referral,UNITED SERVICES AUTOMOBILE ASSOCIATION,2025-08-05T12:00:00-05:00,MO,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Deposits and withdrawals,15081858
Debt collection,,2021-06-16T12:00:00-05:00,Attempts to collect debt not owed,Credit card debt,491XX,,4443830,Yes,Other,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2021-06-09T12:00:00-05:00,MI,N/A,Company believes it acted appropriately as authorized by contract or law,Debt was result of identity theft,4443830
Credit card or prepaid card,,2019-04-23T12:00:00-05:00,Fees or interest,General-purpose credit card or charge card,13827,,3220264,Yes,N/A,Closed with explanation,Referral,UNITED SERVICES AUTOMOBILE ASSOCIATION,2019-04-23T12:00:00-05:00,NY,N/A,Company believes it acted appropriately as authorized by contract or law,Problem with fees,3220264
Mortgage,"In XXXX or XXXX we contacted our second mortgage company requesting a modification with regard to our second mortgage with USAA Federal Savings Bank, the bank advise us that we did not need to request mortgage modification in order to maintain our lower interest rate due to the SCRA. We were to obtain a modification on our first mortgage with XXXX XXXX XXXX mortgage. USAA Federal Saving Bank is telling us they are not offering any modification or refinancing regarding our secondary mortgage in order to lower higher current rate now of 8.5 %, after they told us we did not need to, and our rate would remain at 4 %.",2016-05-20T12:00:00-05:00,"Loan modification,collection,foreclosure",Home equity loan or line of credit,08005,Servicemember,1935636,Yes,Consent provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2016-05-20T12:00:00-05:00,NJ,No,Company believes it acted appropriately as authorized by contract or law,,1935636
Checking or savings account,,2019-06-07T12:00:00-05:00,Managing an account,Checking account,76542,,3267354,Yes,N/A,Closed with explanation,Referral,UNITED SERVICES AUTOMOBILE ASSOCIATION,2019-06-04T12:00:00-05:00,TX,N/A,Company believes it acted appropriately as authorized by contract or law,Deposits and withdrawals,3267354
Credit card,,2014-03-10T12:00:00-05:00,Identity theft / Fraud / Embezzlement,,31057,,745282,Yes,N/A,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2014-03-05T12:00:00-05:00,GA,No,,,745282
Bank account or service,,2014-07-22T12:00:00-05:00,"Account opening, closing, or management",Other bank product/service,27103,,948155,Yes,N/A,Closed with non-monetary relief,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2014-07-22T12:00:00-05:00,NC,No,,,948155
Consumer Loan,,2016-01-05T12:00:00-05:00,Shopping for a loan or lease,Vehicle loan,30126,Servicemember,1729310,Yes,Consent not provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2016-01-05T12:00:00-05:00,GA,No,Company believes it acted appropriately as authorized by contract or law,,1729310
Bank account or service,USAA promised they would not charge Foreign Transaction fees when they forced customers to switch from Master Card to Visa. They are now saying that this only applies to the credit cards. They have done a bait and switch and deceived customers. It is documented several times in USAA communities that there would not be Foreign Transaction fees for Visa cards.,2017-01-31T12:00:00-05:00,Using a debit or ATM card,Checking account,80922,,2320298,Yes,Consent provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2017-01-31T12:00:00-05:00,CO,No,Company believes it acted appropriately as authorized by contract or law,,2320298
Checking or savings account,"I recently started a savings account with USAA in the amount of {$35000.00}. It's been about a month now. I have since reconsidered the viability and reliability of this bank. They will not let me access or transfer my funds because they say it's "" too new. '' I want my money out of their hands and back into my savings account at XXXX XXXX XXXX. 

Surely this is not legal? Can you please help me get my money back? 

XXXX XXXX XXXX XXXX XXXX",2024-02-14T12:00:00-05:00,Managing an account,Savings account,320XX,"Older American, Servicemember",8341653,Yes,Consent provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2024-02-14T12:00:00-05:00,FL,N/A,Company believes it acted appropriately as authorized by contract or law,Deposits and withdrawals,8341653
Checking or savings account,,2023-07-05T12:00:00-05:00,Problem with a lender or other company charging your account,Checking account,06065,Older American,7208854,Yes,Consent not provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2023-07-05T12:00:00-05:00,CT,N/A,Company believes it acted appropriately as authorized by contract or law,Transaction was not authorized,7208854
Checking or savings account,"IMPORTANT : The Comptroller of the Currency Case # XXXX. 

My checking account ending in XXXX was robbed for most of over {$300000.00} of deposits since XX/XX/XXXX. I reported this to the XXXX, XXXX XXXX XXXX GA, and The Comptroller of the Currency. USAA announced a "" data breach '' about XXXX  months ago. I am living in a type of financial poverty in XXXX, GA with my XXXX XXXX  one has severe XXXX XXXX There is no way that I spent, for example {$52000.00} in XXXX of XXXX with XXXX debits/withdrawals with nothing to show for eat other than a long grocery list, rent, and gas. My rent is only {$650.00} a month and my used car is paid off. Now {$52000.00} grand larcened could have been applied to the garnishment. I am certain that they are doing something fishy. For example, USAA office in XXXX XXXX, TX, XXXX, Washington and California and my XXXX account login recorded logins from those locations. Please help me out. 

Hi, I spoke to a USAA bank representative named XXXX because the checking account ending in XXXX was in "" credit only '' status because of a garnishment from XXXX XXXX in XXXX account number XXXX ; XXXX. The credit only means that money can't be withdrawn or utilized. On XX/XX/XXXX they transferred a total of {$500.00} into savings account XXXX and checking account XXXX. The USAA representative in his own words said that checking account XXXX is not under garnishment and would remain in use. I spoke to them last XXXX  on XX/XX/XXXX about a few checks that hadn't cleared from XXXX. They said that they would clear on Saturday XX/XX/XXXX. They did clear but then the XXXX account was blocked as well. I spoke to XXXX USAA representatives today, one named XXXX, who said that she would not release the XXXX which is now also under garnishment but doesnt not have a {$0.00} balance like the other XXXX accounts that have holds as well. I spoke to the XXXX XXXX and they said that USAA has a few weeks to reply. There is not even {$1000.00} in all accounts combined. My business associate XXXX  already established a new deposit account with XXXX XXXX  which as far as I know is not under garnishment. I feel that the USAA bank is not fair and affecting adversely other members of my family. Please advise.",2024-02-19T12:00:00-05:00,Managing an account,Checking account,31705,,8373618,Yes,Consent provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2024-02-19T12:00:00-05:00,GA,N/A,Company believes it acted appropriately as authorized by contract or law,Deposits and withdrawals,8373618
Checking or savings account,,2023-01-09T12:00:00-05:00,Problem with a lender or other company charging your account,Checking account,78734,,6415455,Yes,N/A,Closed with explanation,Referral,UNITED SERVICES AUTOMOBILE ASSOCIATION,2023-01-09T12:00:00-05:00,TX,N/A,Company believes it acted appropriately as authorized by contract or law,Transaction was not authorized,6415455
Credit card,,2025-02-20T12:00:00-05:00,Closing your account,General-purpose credit card or charge card,32784,"Older American, Servicemember",12081215,Yes,N/A,Closed with explanation,Postal mail,UNITED SERVICES AUTOMOBILE ASSOCIATION,2025-02-14T12:00:00-05:00,FL,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Company closed your account,12081215
Checking or savings account,,2019-09-12T12:00:00-05:00,Managing an account,Checking account,33837,,3372290,Yes,N/A,Closed with explanation,Referral,UNITED SERVICES AUTOMOBILE ASSOCIATION,2019-09-12T12:00:00-05:00,FL,N/A,Company believes it acted appropriately as authorized by contract or law,Problem accessing account,3372290
Vehicle loan or lease,XX/XX/2023 I applied for a consumer auto loan with usaa savings bank. I was denied because of a credit score with is not valid reason to deny my right to credit. I used my social security card name and birthdate on the documents.,2023-11-02T12:00:00-05:00,Getting a loan or lease,Loan,212XX,Servicemember,7795076,Yes,Consent provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2023-11-02T12:00:00-05:00,MD,N/A,Company believes it acted appropriately as authorized by contract or law,Credit denial,7795076
Vehicle loan or lease,,2017-06-06T12:00:00-05:00,Managing the loan or lease,Loan,60136,Servicemember,2502733,Yes,N/A,Closed with explanation,Referral,UNITED SERVICES AUTOMOBILE ASSOCIATION,2017-06-05T12:00:00-05:00,IL,N/A,Company believes it acted appropriately as authorized by contract or law,Problem with the interest rate,2502733
"Credit reporting, credit repair services, or other personal consumer reports","First off ... the balance being reported as of today, XXXX with all three credit bureaus is incorrect. It states my balance is : Real Estate USAA/XXXX MORTGAGE Last reported : XX/XX/2018 - {$120000.00} You stated on the response to my complaint : For your records, we are confirming that your principle mortgage balance as of XX/XX/2018, was {$120000.00}. 

*This needs to also be fixed with all the credit bureaus. 

I was to receive an email first regarding the information found by XXXX XXXX after speaking to him on the phone. He advised me that he would CALL me back.

Per all three credit bureaus ... they can not change my credit score per my VA mortgage loan through XXXX. This was told to me on the phone several times with the credit bureaus. Freezing nor not reporting after a complaint is a direct violation and shows once again ... retaliation on part of XXXX since this complaint is directed to XXXX, not USAA. I have never heard of such a thing, yet only a handful of payments have been reported since opening my VA mortgage loan. 

Per letter from USAA the final payments had been paid by USAA as a means to close the forbearance loan. This after USAA representative, XXXX XXXX misguided me and in turn, USAA did find XXXX XXXX XXXX negligent. I was also told that my payments would then start reflecting on my credit per month as I have been paying per month, that also included my credit score. I only show 4 payments ... most recent payment for XX/XX/2018 being shown per all three credit bureaus. I do not see one time any increase within my credit score on a VA loan that I have continued to pay monthly.

A mortgage loan should be one of the most single loans that can help increase your credit score. I have paid my payments on time ... yet it does not reflect any points per all three credit bureaus. This would appear to anyone to look as if I am in a rental ... no reflection of helping my credit at all. 

Retaliating against a Veteran .... when filing a complaint, ANY COMPLAINT, should be known to all those who hold a loan with XXXX, as well if connected with USAA. 
BUYER BEWARE! 

I will continue my complaints until this gets resolved. You may also want to contact each credit bureau on how reporting increases within each loan for consumer credit score works as they advised me on several occasions that the only ones who can  change credit scores is the reporting creditor. On my VA mortgage loan that would be XXXX or USAA. 

It did not take, but less than 24-hours for XXXX to fill out a form and submit to have my VA mortgage loan information corrected. Retaliation by you stating you will freeze any reporting for 2 months by my complaints to the CFPB is just that ... another retaliation. 

The next complaint will clearly show you the correct way that creditors report monthly payments. As XXXX XXXX has done with my loan for years. 

Sincerely, XXXX XXXX 17 year XXXX Veteran",2018-06-09T12:00:00-05:00,Problem with a credit reporting company's investigation into an existing problem,Credit reporting,XXXXX,Servicemember,2931528,Yes,Consent provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2018-06-09T12:00:00-05:00,IN,N/A,Company believes it acted appropriately as authorized by contract or law,Their investigation did not fix an error on your report,2931528
Checking or savings account,,2017-10-17T12:00:00-05:00,Problem caused by your funds being low,Other banking product or service,29644,,2704040,Yes,N/A,Closed with explanation,Referral,UNITED SERVICES AUTOMOBILE ASSOCIATION,2017-10-12T12:00:00-05:00,SC,N/A,Company believes it acted appropriately as authorized by contract or law,Late or other fees,2704040
Checking or savings account,"As of this writing, my account has been improperly restricted, leaving me without access to vital funds while traveling internationally. This situation has caused significant hardship. On XX/XX/scrub> 2025, I received a wire transfer of {$58000.00} into my account from a house sale. Following this transaction, I made several purchases using my account and associated debit card. Subsequently, the account and card were blocked, prompting me to contact USAA Banks Fraud Department. After completing the verification process as required, my account and card access were restored. However, the following day, my account and card were again blocked without notice or explanation. 

Despite many attempts to speak with a fraud department representative to verify account information and resolve the issue, I have been told nothing can be done to unlock my account except to submit my identification on the USAA website to verify. After doing that I received a call from the Identity team and they verified me and said I needed to call the fraud department again to answer security questions. I called and was told nothing could be done and to resubmit my identification on the website ( an endless loop going nowhere ). 

I am currently traveling outside the United States, this unexpected and unjustified restriction has left him in a precarious situation, unable to meet essential needs in a foreign country. We are low on food and water and, can't pay for transportation, My son is unable to enjoy his vacation and constantly asks do I have money for certain things and I have to tell him no! This banks actions have inflicted undue financial and emotional distress on me and my family. These actions are unacceptable and must be rectified immediately.",2025-01-25T12:00:00-05:00,Managing an account,Checking account,77088,Servicemember,11741891,Yes,Consent provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2025-01-25T12:00:00-05:00,TX,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Deposits and withdrawals,11741891
Checking or savings account,,2025-01-12T12:00:00-05:00,Closing an account,Checking account,75035,,11488466,Yes,Consent not provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2025-01-12T12:00:00-05:00,TX,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Can't close your account,11488466
Credit card,On XX/XX/2023 I made a payment to my USAA Credit Card from my Chase Checking Account in the amount of {$1000.00}. USAA puled that money from my Chase Checking Account on XX/XX/2023 and never applied to my USAA Credit Card. When I asked for USAA to either apply the money to my credit card or give it back ; USAA said that they investigated the issue and determined that they didnt do anything wrong. I have the XXXX XXXX of my dealings with USAA as well as statements showing that they did in fact took {$1000.00} from me. I need help in getting my money back. Thank you.,2023-10-31T12:00:00-05:00,"Other features, terms, or problems",General-purpose credit card or charge card,220XX,Servicemember,7778763,Yes,Consent provided,Closed with monetary relief,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2023-10-31T12:00:00-05:00,VA,N/A,Company believes complaint represents an opportunity for improvement to better serve consumers,Other problem,7778763
Checking or savings account,"Scammed on USAA/XXXX Within the Banking Institution as a Third-Party App I have tried to dispute the transaction and reported a financial crime but the money was not returned. I was scammed out of {$900.00} when the recipient added an extra XXXX to the transaction ( {$1000.00} instead of {$100.00} ). They used my phone to add the email address and by the time I noticed it the next morning, it was too late and they stopped returning my calls and texts. 

"" Weve completed our investigation and determined an error didnt occur for the following reason : XXXX XXXX XXXX XXXX has confirmed that the funds were sent and applied to the account that was registered to the email entered at the time of the transfer. The recipient received the credit on XX/XX/2023. The external bank has denied our request for a return. '' https : //www.consumerfinance.gov/about-us/newsroom/cfpb-report-identifies-issues-with-increased-servicemember-use-of-digital-payment-apps/ "" If you send money to an email address or U.S. mobile number for someone other than your intended recipient and the wrong recipient isn't willing to send the money back to you, call us at XXXX ( XXXX ). There's no guarantee that we'll be able to get the money back if it has been sent to the wrong recipient due to member error, such as a keystroke error or typo. '' Problem : XXXX {$1000.00} Transaction ( {$900.00} Stolen )",2023-08-05T12:00:00-05:00,Managing an account,Other banking product or service,92116,Servicemember,7355320,Yes,Consent provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2023-08-05T12:00:00-05:00,CA,N/A,Company believes it acted appropriately as authorized by contract or law,Problem making or receiving payments,7355320
